names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
"La Usurpadora, the Musical",12/31/2023,90,"Music, Comedy, Drama","Two identical twin sisters, separated at birth, one truly decent but humble, the other ultra rich, conniving, and truly destructive. They soon find themselves hopelessly intertwined in each other's lives.","Isabella Castillo, Valeria / Victoria, Alan Estrada, Carlos Daniel, Cecilia Toussaint, Abuelita, Susana Zabaleta, Doña Inés, Jesús Ochoa, Don Ramiro, Shane West, Chad, James Levya, Lydia, Alejandra Ley, Lupita, Lorena Narcio, Isabel"," La Usurpadora, El Musical", Released," Spanish, Castilian",254000000,1656280462,MX
Killers of the Flower Moon,10/6/2023,0,"Crime, Drama, Thriller","When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.","Leonardo DiCaprio, Ernest Burkhart, Jesse Plemons, Tom White, Lily Gladstone, Mollie Burkhart, Robert De Niro, William Hale, Tantoo Cardinal, Lizzie Q. Kyle, Cara Jade Myers, Anna, JaNae Collins, Rita Smith, Jillian Dion, Minnie, William Belleau, Henry Roan",Killers of the Flower Moon, Post Production, English,200000000,1240261.6,US
PAW Patrol: The Mighty Movie,9/29/2023,0,"Animation, Family, Comedy","A magical meteor crash lands in Adventure City, giving the PAW Patrol pups superpowers and transforming them into The Mighty Pups!","Taraji P. Henson, , Kristen Bell, , Christian Convery, , Mckenna Grace, , Lil Rel Howery, , James Marsden, , Finn Lee-Epp, Ryder (voice), Serena Williams, , Ricky Guillart, ",PAW Patrol: The Mighty Movie, In Production, English,203940000,178359863,US
The Expendables 4,9/22/2023,0,"Action, Adventure, Thriller, War",The Expendables will square up against: an arms dealer who commands the might of a massive private army.,"Jason Statham, Lee Christmas, Dolph Lundgren, Gunner Jensen, 50 Cent, , Sylvester Stallone, Barney Ross, Megan Fox, , Randy Couture, Toll Road, Tony Jaa, Decha, Iko Uwais, , Levy Tran, ",The Expendables 4, Post Production, English,213940000,178359863,US
The Nun 2,9/8/2023,0,"Horror, Mystery","1956, France. A priest is murdered, an evil is spreading, and Sister Irene once again comes face to face with the malevolent force of Valak, the demon nun.","Taissa Farmiga, Sister Irene, Bonnie Aarons, The Nun / Valak, Storm Reid, , Jonas Bloquet, Maurice Theriault, Anna Popplewell, Marcella, Katelyn Rose Downey, Sophie",The Nun 2, In Production, English,246000000,175269998.8,US
The Equalizer 3,9/1/2023,0,"Action, Thriller, Crime",Third film in The Equalizer franchise.,"Denzel Washington, Robert McCall, Dakota Fanning, , Gaia Scodellaro, , David Denman, , Eugenio Mastrandrea, , Remo Girone, , Sonia Ammar, , Daniele Perrone, , Andrea Scarduzio, ",The Equalizer 3, In Production, English,205000000,175269998.8,US
Blue Beetle,8/18/2023,0,"fantasy, Action, Adventure",Jaime Reyes acquires a mysterious scarab that binds to his spine and provides him with a powerful suit of blue alien armor.,"Xolo Mariduena, Jaime Reyes / Blue Beetle, Susan Sarandon, Victoria Kord, Bruna Marquezine, Penny, Damián Alcázar, Alberto Reyes, Belissa Escobedo, Milagros Reyes, George Lopez, Uncle Rudy Reyes, Harvey Guillén, , Adriana Barraza, Nana Reyes, Elpidia Carrillo, Rocio Reyes",Blue Beetle, In Production, English,70000000,1240261.6,US
Meg 2: The Trench,8/4/2023,0,"Science Fiction, Action, Horror, Thriller",We don't have an overview translated in English. Help us expand our database by adding one.,"Jason Statham, Jonas Taylor, Shuya Sophia Cai, Meiying, Cliff Curtis, James 'Mac' Mackreides, Page Kennedy, DJ, Sienna Guillory, , Skyler Samuels, , Wu Jing, , Sergio Peris-Mencheta, Mencheta, Melissanthi Mahut, ",Meg 2: The Trench, Post Production, English,231940000,178359863,US
Teenage Mutant Ninja Turtles: Mutant Mayhem,8/4/2023,0,"Comedy, Animation, Family, Action, Adventure","After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a notorious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.","Nicolas Cantu, Leonardo (voice), Shamon Brown Jr., Michelangelo (voice), Micah Abbey, Donatello (voice), Brady Noon, Raphael (voice), Jackie Chan, Splinter (voice), Ayo Edebiri, April O'Neil (voice), Ice Cube, Superfly (voice), Seth Rogen, Bebop (voice), John Cena, Rocksteady (voice)",Teenage Mutant Ninja Turtles: Mutant Mayhem, In Production, English,211940000,178359863,US
Robe of Gems,8/3/2023,0,Drama,"Isabel and her family take possession of her mother’s villa in rural Mexico where they reconnect with their long-time domestic worker Maria. But things have never been the same since Isabel’s mother left. Once so well looked after, the house is now bare and neglected. Isabel and her husband are growing apart, and their children are increasingly worried about them. Maria’s sister’s disappearance has left her family in distress and forced her to engage in criminal activities with Adan, the son of a local policeman. Isabel decides to go on a dangerous quest, neglecting her own children, as well as her housekeeper’s warning that she does not understand how things work in Mexico’s poorer regions.","Aida Roa, , Antonia Olivares, , Nailea Norvind, Isabel, Francisco Berdiales, , Reina Carmona, , Yaretzi Cazares, , Yadira Cleto, , Montserrat Colsá, Juana, Juan Daniel Garcia Treviño, Adán", Manto de gemas, Released," Spanish, Castilian",174600000,175269998.8,SK
Barbie,7/21/2023,0,Comedy,To live in Barbie Land is to be a perfect being in a perfect place. Unless you have a full-on existential crisis. Or you're a Ken.,"Margot Robbie, Barbie, Ryan Gosling, Ken, America Ferrera, , Will Ferrell, Mattel CEO, Ariana Greenblatt, , Helen Mirren, Narrator, Issa Rae, President Barbie, Alexandra Shipp, Celebrated Author Barbie, Emma Mackey, Nobel Prize Winning Physicist Barbie",Barbie, Post Production, English,175000000,178359863,US
Oppenheimer,7/21/2023,0,"Drama, History",The story of J. Robert Oppenheimer’s role in the development of the atomic bomb during World War II.,"Cillian Murphy, J. Robert Oppenheimer, Emily Blunt, Katherine 'Kitty' Oppenheimer., Matt Damon, Gen. Leslie Groves Jr., Robert Downey Jr., Lewis Strauss, Florence Pugh, Jean Tatlock, Benny Safdie, Edward Teller, Michael Angarano, Robert Serber, Josh Hartnett, Ernest Lawrence, Rami Malek, ",Oppenheimer, Post Production, English,100000000,28329750,AU
Mission: Impossible - Dead Reckoning Part One,7/14/2023,0,"Action, Adventure, Thriller",The seventh installment of the Mission: Impossible franchise.,"Tom Cruise, Ethan Hunt, Rebecca Ferguson, Ilsa Faust, Simon Pegg, Benjamin 'Benji' Dunn, Ving Rhames, Luther Stickell, Hayley Atwell, Grace, Esai Morales, , Vanessa Kirby, The White Widow, Pom Klementieff, , Henry Czerny, Eugene Kittridge",Mission: Impossible - Dead Reckoning Part One, Post Production, English,290000000,1240261.6,US
Insidious: The Red Door,7/7/2023,0,"Horror, Thriller","Ten years after he first ventured into the Further, Josh Lambert heads east to drop his son Dalton off at an idyllic, ivy-covered university. However, Dalton's college dream becomes a nightmare when the repressed demons of his past suddenly resurface.","Patrick Wilson, Josh Lambert, Ty Simpkins, Dalton Lambert, Rose Byrne, Renai Lambert, Lin Shaye, Elise, Peter Dager, , Hiam Abbass, , Sinclair Daniel, ",Insidious: The Red Door, Post Production, English,244940000,175269998.8,US
Ladybug & Cat Noir: The Movie,7/5/2023,0,"Animation, Fantasy, Action","A pair of Parisian high schoolers protect their city as vigilante heroes without revealing their identities to anyone, including each other.","Anouck Hautbois, Marinette Dupain-Cheng / Ladybug (voice), Benjamin Bollen, Adrien Agreste / Cat Noir (voice), Antoine Tomé, Gabriel Agreste / Hawk Moth (voice), Fanny Bloc, Alya Césaire (voice), Alexandre N'Guyen, Nino Lahiffe (voice), Marie Chevalot, Chloé Bourgeois / Nathalie Sancoeur (voice), Marie Nonnenmacher, Sabrina Raincomprix (voice), Martial Le Minoux, Tom Dupain (voice)"," Miraculous, le film", Post Production, French,86000000,1240261.6,FR
Indiana Jones and the Dial of Destiny,6/30/2023,0,"Adventure, Action","Finding himself in a new era, approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.","Harrison Ford, Indiana Jones, Phoebe Waller-Bridge, Helena Shaw, Mads Mikkelsen, Doctor Jürgen Voller, Antonio Banderas, Renaldo, John Rhys-Davies, Sallah, Toby Jones, Basil Shaw, Boyd Holbrook, Klaber, Shaunette Renée Wilson, Agent Mason, Thomas Kretschmann, Colonel Weber",Indiana Jones and the Dial of Destiny, Post Production, English,294700000,1240261.6,US
"Ruby Gillman, Teenage Kraken",6/30/2023,0,"Animation, Family, Fantasy, Comedy","A shy teenager discovers that she's part of a legendary royal lineage of mythical sea krakens and that her destiny, in the depths of the oceans, is bigger than she ever dreamed.","Lana Condor, Ruby Gillman (voice), Toni Collette, (voice), Annie Murphy, Chelsea (voice), Sam Richardson, (voice), Liza Koshy, (voice), Will Forte, (voice), Colman Domingo, (voice), Jaboukie Young-White, (voice), Blue Chapman, (voice)","Ruby Gillman, Teenage Kraken", Post Production, English,264940000,175269998.8,US
No Hard Feelings,6/23/2023,0,"Comedy, Romance","On the brink of losing her childhood home, Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.","Jennifer Lawrence, Maddie, Andrew Barth Feldman, Percy, Laura Benanti, Allison, Matthew Broderick, Laird, Ebon Moss-Bachrach, Gary, Hasan Minhaj, Doug, Kyle Mooney, Jody, Alysia Joy Powell, Fern, Natalie Morales, Sara",No Hard Feelings, Post Production, English,246000000,178359863,US
Through My Window: Across the Sea,6/23/2023,0,"Romance, Drama",Sequel to 'Through My Window'.,"Clara Galle, Raquel, Julio Peña, Ares, Natalia Azahara, Daniela, Eric Masip, Artemis, Guillermo Lasheras, Yoshi, Hugo Arbues, Apolo, Pilar Castro, Rosa María, Rachel Lascar, Sofía Hidalgo, Emilia Lazo, Claudia", A través del mar, In Production," Spanish, Castilian",223940000,178359863,ES
Extraction 2,6/16/2023,0,"Action, Thriller","After barely surviving his grievous wounds from his mission in Dhaka, Bangladesh, Tyler Rake is back, and his team is ready to take on their next mission. Tasked with extracting a family who is at the mercy of a Georgian gangster, Tyler infiltrates one of the world's deadliest prisons in order to save them. But when the extraction gets hot, and the gangster dies in the heat of battle, his equally ruthless brother tracks down Rake and his team to Sydney, in order to get revenge.","Chris Hemsworth, Tyler Rake, Rudhraksh Jaiswal, Ovi Mahajan, Golshifteh Farahani, Nik Khan, Adam Bessa, Yaz, Justin Howell, Gio, Olga Kurylenko, Mia, Tinatin Dalakishvili, Ketevan, Sinéad Phelps, Kutaisi Staff, Tornike Bziava, David",Extraction 2, Post Production, English,226000000,175269998.8,US
The Flash,6/16/2023,0,"Science Fiction, Action, Adventure","The Flash travels through time to prevent the murder of his mother, but unwittingly causes changes that result in the creation of a multiverse.","Ezra Miller, Barry Allen / The Flash, Sasha Calle, Kara Zor-El / Supergirl, Michael Shannon, General Zod, Ron Livingston, Henry Allen, Maribel Verdú, Nora Allen, Kiersey Clemons, Iris West, Antje Traue, Faora-Ul, Michael Keaton, Bruce Wayne / Batman, Ben Affleck, Bruce Wayne / Batman",The Flash, Post Production, English,200000000,1240261.6,US
Black Clover: Sword of the Wizard King,6/16/2023,0,"Animation, Action, Fantasy","In a world in which magic is everything, Asta, a boy who was born with no magic, aims to become the “Wizard King,” to overcome adversity, prove his power, and keep his oath with his friends.","Gakuto Kajiwara, Asta (voice), Nobunaga Shimazaki, Yuno (voice), Junichi Suwabe, Yami Sukehiro (voice), Toshihiko Seki, Konrad Leto (voice), Marie Iitoyo, Milly Maxwell (voice), Hochu Otsuka, (voice), Miyuki Sawashiro, (voice)", ????????? ?????, In Production, Japanese,256940000,175269998.8,JP
Elemental,6/16/2023,0,"Animation, Family, Romance, Comedy, Fantasy","In a city where fire, water, land, & air residents live together, a fiery young woman & a go-with-the-flow guy will discover something elemental: How much they have in common.","Leah Lewis, Ember Lumen (voice), Mamoudou Athie, Wade Ripple (voice), Ronnie del Carmen, Bernie Lumen (voice), Shila Ommi, Cinder Lumen (voice), Wendi McLendon-Covey, Gale (voice), Catherine O'Hara, Brook Ripple (voice), Mason Wertheimer, Clod (voice), Joe Pera, Fern (voice)",Elemental, In Production, English,203540000,178359863,US
Asteroid City,6/16/2023,0,"Comedy, Romance, Science Fiction","Set in a fictional American desert town circa 1955, the itinerary of a Junior Stargazer/Space Cadet convention (organized to bring together students and parents from across the country for fellowship and scholarly competition) is spectacularly disrupted by world-changing events.","Jason Schwartzman, Augie Steenbeck, Scarlett Johansson, Midge Campbell, Tom Hanks, , Jake Ryan, Woodrow Steenbeck, Jeffrey Wright, General Grif Gibson, Tilda Swinton, , Bryan Cranston, , Edward Norton, , Adrien Brody, ",Asteroid City, Post Production, English,205000000,178359863,US
Transformers: Rise of the Beasts,6/9/2023,0,"Action, Adventure, Science Fiction","A ‘90s globetrotting adventure that introduces the Maximals, Predacons, and Terrorcons to the existing battle on earth between Autobots and Decepticons.","Anthony Ramos, Noah, Dominique Fishback, Elena, Tobe Nwigwe, Reek, Peter Cullen, Optimus Prime (voice), Ron Perlman, Optimus Primal (voice), Michelle Yeoh, Airazor (voice), Pete Davidson, Mirage (voice), Peter Dinklage, Scourge (voice), Liza Koshy, Arcee (voice)",Transformers: Rise of the Beasts, Post Production, English,200000000,1240261.6,US
Strays,6/9/2023,0,"Comedy, Adventure","When Reggie, a naïve, relentlessly optimistic Border Terrier, is abandoned on the mean city streets by his lowlife owner, Doug, Reggie is certain that his beloved owner would never leave him on purpose. But once Reggie falls in with a fast-talking, foul-mouthed Boston Terrier named Bug, a stray who loves his freedom and believes that owners are for suckers, Reggie finally realizes he was in a toxic relationship and begins to see Doug for the heartless sleazeball that he is. Determined to seek revenge, Reggie, Bug and Bug’s pals together hatch a plan and embark on an epic adventure to help Reggie find his way home … and make Doug pay by biting off the appendage he loves the most. (Hint: It’s not his foot).","Will Ferrell, Reggie (voice), Jamie Foxx, Bug (voice), Will Forte, Doug, Isla Fisher, Maggie (voice), Randall Park, Hunter (voice), Josh Gad, , Harvey Guillén, , Brett Gelman, , Rob Riggle, ",Strays, Post Production, English,223940000,175269998.8,US
Darker Shades of Summer,6/5/2023,0,"Thriller, Romance","At a swingers retreat, a couple will undergo the ultimate test in the tense erotic thriller.","Danielle Scott, Summer Brookes, May Kelly, Steph, Chrissie Wunna, DiDi, Stephen Staley, Dylan Brookes, Jack Ilco, Simon, Kelly Rian Sanson, Mya, Abbie Knight, Claire, Daniel Godfrey, Tom, Lucas Paternott, ",Darker Shades of Summer, In Production, English,241940000,178359863,GB
Spider-Man: Across the Spider-Verse,6/2/2023,0,"Animation, Action, Adventure, Science Fiction","After reuniting with Gwen Stacy, Miles Morales — Brooklyn's full-time, friendly neighborhood Spider-Man — is catapulted across the Multiverse, where he encounters a team of Spider-People charged with protecting its very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must redefine what it means to be a hero so he can save the people he loves most.","Shameik Moore, Miles Morales / Spider-Man (voice), Hailee Steinfeld, Gwen Stacy / Spider-Woman (voice), Jake Johnson, Peter B. Parker / Spider-Man (voice), Oscar Isaac, Miguel O'Hara / Spider-Man 2099 (voice), Issa Rae, Jessica Drew / Spider-Woman (voice), Daniel Kaluuya, Hobart 'Hobie' Brown / Spider-Punk (voice), Jason Schwartzman, The Spot (voice), Brian Tyree Henry, Jefferson Davis (voice), Luna Lauren Velez, Rio Morales (voice)",Spider-Man: Across the Spider-Verse, Post Production, English,264940000,175269998.8,US
Simulant,6/2/2023,100,"Science Fiction, Thriller","Faye attempts to replace her newly deceased husband, Evan, with an android simulant (SIM). Although SIM Evan appears like human Evan in every way, Faye does not feel the same love for SIM Evan as it does for her. SIM Evan tries to win Faye back while at the same time being on-the-run from a government agent chasing down SIMs who have become “conscious” and could potentially be a threat to humankind.","Robbie Amell, Evan, Jordana Brewster, Faye, Simu Liu, Casey, Sam Worthington, Kessler, Alicia Sanz, Esmé, Mayko Nguyen, Michiko Higashi, Masa Lizdek, Lisa, Christine L. Nguyen, Ying Hong, Emmanuel Kabongo, Joshua", Hello Stranger, Released, English,201000000,1569323844,US
The Little Mermaid,5/26/2023,0,"Adventure, Family, Fantasy, Romance","The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.","Halle Bailey, Ariel, Jonah Hauer-King, Prince Eric, Daveed Diggs, Sebastian (voice), Awkwafina, Scuttle (voice), Jacob Tremblay, Flounder (voice), Noma Dumezweni, Queen Selina, Javier Bardem, King Triton, Melissa McCarthy, Ursula, Art Malik, Sir Grimsby",The Little Mermaid, Post Production, English,205000000,178359863,US
Jeepers Creepers Returns,5/26/2023,0,Horror,"An evil warlock summons the Creeper from the bounds of hell to slay on earth Every 23 years for 23 days, but he also needs to eat and refresh his flesh Or he will loose his immortality forever.","Rui Constantino, Mayor James, Miguel D. Dias, Hunter Savage, Alexander Sunflower, The Creeper, Yoshida Imatae, Warlock", Jeepers Creepers O Regresso, In Production, English,20000,1240261.6,PT
Renfield,5/25/2023,83,"Comedy, Horror, Fantasy","Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.","Nicholas Hoult, R.M. Renfield, Nicolas Cage, Count Dracula, Awkwafina, Rebecca Quincy, Ben Schwartz, Tedward 'Teddy' Lobo, Adrian Martinez, Chris Marcos, Jenna Kanell, Carol, Shohreh Aghdashloo, Ella, Bess Rous, Caitlyn, James Moses Black, Captain J. Browning",Renfield, Released, English,86203077,12076404,AU
Kandahar,5/25/2023,0,"Action, Thriller","Tom Harris is an undercover CIA operative working in the Middle East. When an intelligence leak dangerously exposes his classified mission and reveals his covert identity, Harris and his translator must fight their way out of the desert to an extraction point in Kandahar, Afghanistan, while eluding the elite special forces hunting them.","Gerard Butler, Tom Harris, Ali Fazal, , Navid Negahban, , Nina Toussaint-White, , Tom Rhys Harries, Oliver Altman, Olivia-Mai Barrett, Ida Harris, Bahador Foladi, Farzad Asadi, Vassilis Koukalani, Bashar, Hakeem Jomah, Rasoul",Kandahar, Post Production, English,226000000,175269998.8,RU
Fast X,5/19/2023,0,"Action, Crime, Thriller","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.","Vin Diesel, Dominic Toretto, Michelle Rodriguez, Letty Ortiz, Tyrese Gibson, Roman Pearce, Ludacris, Tej Parker, Jason Momoa, Dante Reyes, Nathalie Emmanuel, Ramsey, Jordana Brewster, Mia Toretto, John Cena, Jakob Toretto, Jason Statham, Deckard Shaw",Fast X, Post Production, English,340000000,0,US
Sanctuary,5/19/2023,0,"Drama, Thriller","Confined to a claustrophobic hotel room, the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.","Christopher Abbott, Hal Porterfield, Margaret Qualley, Rebecca Marin, Francisco Castaneda, Man in the Hallway, Katie Young, Woman in the Hallway, Dominick Defilips, Older Phil Porterfield, Rene Calvo, Younger Phil Porterfield, Danita Battle, Hal's Mother, Christian Casatelli, Young Hal",Sanctuary, Released, English,102000000.2,175269998.8,US
Hypnotic,5/12/2023,0,"Crime, Mystery, Thriller",A detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.,"Ben Affleck, Daniel Rourke, Alice Braga, Diana, William Fichtner, Liv Del Rayne, J. D. Pardo, , Jeff Fahey, , Hala Finley, , Dayo Okeniyi, , Jackie Earle Haley, ",Hypnotic, Released, English,223940000,178359863,US
November,5/11/2023,73,"Thriller, Crime, Drama","In November 2015, a series of unprecedented and deadly attacks hits Paris. The anti-terrorist police led by Heloise and her chief commander Fred - face an unprecedented level of pressure: in a race against the clock, they must find the perpetrators of the attacks as quickly as possible before they can strike again, travelling across Europe and beyond in one of the biggest manhunts in history.","Jean Dujardin, Fred, Anaïs Demoustier, Inès, Sandrine Kiberlain, Héloïse, Jérémie Renier, Marco, Lyna Khoudri, Samia, Cédric Kahn, Martin, Sofian Khammes, Foued, Sami Outalbali, Kader, Stéphane Bak, Djibril", Novembre, Released, French,250000,191862,AU
Infinity Pool,5/11/2023,65,"Horror, Science Fiction, Thriller","While staying at an isolated island resort, James and Em are enjoying a perfect vacation of pristine beaches, exceptional staff, and soaking up the sun. But guided by the seductive and mysterious Gabi, they venture outside the resort grounds and find themselves in a culture filled with violence, hedonism, and untold horror.","Alexander Skarsgård, James Foster, Mia Goth, Gabi Bauer, Cleopatra Coleman, Em Foster, Jalil Lespert, Alban Bauer, Amanda Brugel, Jennifer, John Ralston, Dr. Modan, Jeff Ricketts, Charles, Caroline Boulton, Bex, Thomas Kretschmann, Thresh",Infinity Pool, Released, English,4500000,5078400,AU
99 Moons,5/10/2023,0,Drama,"Everything is under control, she thinks. Everything is lost, he thinks. And then they meet. And fall.","Valentina Di Pace, Bigna, Dominik Fellmann, Frank, Danny Exnar, Georg Huber, Gregory Hari, Thaks, Ale Lindman, Sara, Jessica Huber, Barbara, Kathrin Schweizer, Taxiwoman, Katerina Stoykova-Klemer, Nadja, Lia von Blarer, Divna",99 Moons, Released, German,174600000,175269998.8,FR
Charles Enterprises,5/5/2023,0,,We don't have an overview translated in English. Help us expand our database by adding one.,"Urvashi, , Balu Varghese, , Guru Somasundaram, , Kalaiyarasan, , Sujith Sankar, , Manikanda Rajan, , Bhanupriya, , Abhija Sivakala, , Mridula Madhav, ", ????? ????????????, In Production, Malayalam,264940000,178359863,IN
Guardians of the Galaxy Volume 3,5/4/2023,0,"Science Fiction, Adventure, Comedy","Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.","Chris Pratt, Peter Quill / Star-Lord, Zoe Saldaña, Gamora, Dave Bautista, Drax the Destroyer, Karen Gillan, Nebula, Pom Klementieff, Mantis, Bradley Cooper, Rocket (voice), Vin Diesel, Groot (voice), Sean Gunn, Kraglin / On-Set Rocket, Chukwudi Iwuji, The High Evolutionary",Guardians of the Galaxy Volume 3, Post Production, English,250000000,1240261.6,AU
Knights of the Zodiac,4/28/2023,0,"Fantasy, Action, Adventure","When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?","Mackenyu, Seiya, Famke Janssen, Guraad, Madison Iseman, Sienna, Diego Tinoco, Nero, Mark Dacascos, Mylock, Nick Stahl, Cassius, Sean Bean, Alman Kido, Godfrey Gao, , Caitlin M Hutson, Marin",Knights of the Zodiac, Post Production, English,264940000,175269998.8,JP
Peter Pan & Wendy,4/28/2023,0,"Adventure, Fantasy, Family","Wendy Darling, a young girl afraid to leave her childhood home behind, meets Peter Pan, a boy who refuses to grow up. Alongside her brothers and a tiny fairy, Tinker Bell, she travels with Peter to the magical world of Neverland. There, she encounters an evil pirate captain, Captain Hook, and embarks on a thrilling adventure that will change her life forever.","Alexander Molony, Peter Pan, Ever Anderson, Wendy Darling, Jude Law, Captain Hook, Yara Shahidi, Tinker Bell, Alyssa Wapanatâhk, Tiger Lily, Jim Gaffigan, Mr. Smee, Molly Parker, Mrs. Darling, Jacobi Jupe, Michael Darling, Joshua Blue Pickering, John Darling",Peter Pan & Wendy, Post Production, English,213000000,175269998.8,US
Born To Fly,4/28/2023,0,"Drama, Action","A talented trainee pilot is given the opportunity to virtually test the latest fighter jet, which pushes him to his limits.","Wang Yibo, Lei, Yu, Hu Jun, Zhang, Ting, Zhou Dongyu, , Xu Kaicheng, , Bu Yu, , Yosh Yu, Deng, Fang, Yujia Zhai, , Wang Zichen, , Tian Zhuangzhuang, ", ????, Post Production, Chinese,218000000,175269998.8,CN
The Black Demon,4/27/2023,0,"Horror, Thriller","Oilman Paul Sturges' idyllic family vacation turns into a nightmare when they encounter a ferocious megalodon shark that will stop at nothing to protect its territory. Stranded and under constant attack, Paul and his family must somehow find a way to get his family back to shore alive before it strikes again in this epic battle between humans and nature.","Josh Lucas, Paul Sturges, Fernanda Urrejola, Ines, Julio Cedillo, Chato, Venus Ariel, Audrey Sturges, Carlos Solórzano, Tommy, Jorge A. Jimenez, Junior, Raúl Méndez, El Rey, Héctor Jiménez, Chocolatito, Edgar Flores, ",The Black Demon, Post Production, English,244940000,175269998.8,AU
80 for Brady,4/27/2023,71,Comedy,A quartet of elderly best friends decide to live life to the fullest by taking a wild trip to the Super Bowl LI to see their hero Tom Brady play.,"Lily Tomlin, Lou, Jane Fonda, Trish, Rita Moreno, Maura, Sally Field, Betty, Tom Brady, Self, Billy Porter, Gugu, Harry Hamlin, Dan, Guy Fieri, Self, Alex Moffat, Nat",80 for Brady, Released, English,28000000,39715674,AU
Guy Ritchie's The Covenant,4/21/2023,0,"Action, Drama, War","After an ambush, Afghan interpreter Ahmed goes to Herculean lengths to save US Army Sergeant John Kinley's life. When Kinley learns that Ahmed and his family were not given safe passage to America as promised, he must repay his debt by returning to the war zone to retrieve them before the Taliban hunts them down.","Jake Gyllenhaal, Sgt. John Kinley, Dar Salim, Ahmed, Antony Starr, , Alexander Ludwig, , Emily Beecham, , Jason Wong, , Bobby Schofield, , Sean Sagar, Charlie Crowther, Reza Diako, Haadee",Guy Ritchie's The Covenant, Post Production, English,55000000,1240261.6,US
Chevalier,4/21/2023,0,"Drama, History","The illegitimate son of an African slave and a French plantation owner, Bologne rises to improbable heights in French society as a celebrated violinist-composer and fencer, complete with an ill-fated love affair and a falling out with Marie Antoinette and her court. Inspired by the incredible true story of composer Joseph Bologne, Chevalier de Saint-Georges.","Kelvin Harrison Jr., Chevalier, Samara Weaving, Marie-Josephine, Lucy Boynton, Marie Antoinette, Alex Fitzalan, Philippe, Minnie Driver, La Guimard, Sian Clifford, Madame de Genlis, Marton Csokas, Montalembert, Alec Newman, Poncet, Ronk? Adékolu?jo, Nanon",Chevalier, Released, English,179600000,175269998.8,US
To Catch a Killer,4/21/2023,0,"Action, Crime, Thriller, Mystery",Baltimore. New Year's Eve. A talented but troubled police officer is recruited by the FBI's chief investigator to help profile and track down a mass murderer.,"Shailene Woodley, Eleanor Falco, Ben Mendelsohn, Geoffrey Lammark, Jovan Adepo, MacKenzie, Ralph Ineson, Dean Possey, Rosemary Dunsmore, Mrs. Possey, Jason Cavalier, Marquand, Mark Camacho, Chief Karl Jackson, Darcy Laurie, Ramsey Lang, Karine Dion, Mrs. Miller",To Catch a Killer, In Production, English,231940000,175269998.8,US
Evil Dead Rise,4/20/2023,74,"Horror, Thriller",Two sisters find an ancient book that gives birth to bloodthirsty demons that run amok in a Los Angeles apartment building and thrusts them into a primal battle for survival as they face the most nightmarish version of family imaginable.,"Lily Sullivan, Beth, Alyssa Sutherland, Ellie, Morgan Davies, Danny, Nell Fisher, Kassie, Gabrielle Echols, Bridget, Mia Challis, Jessica, Jayden Daniels, Gabriel, Tai Wano, Scott, Billy Reynolds-McCarthy, Jake",Evil Dead Rise, Released, English,132500000,469254456.2,AU
